state,state_abbr,year,scenario,scenario_label,temp_anomaly,impact_category,impact_score
Nebraska,NE,2060,ssp245,Medium emissions,0.685143,Low impact,1
Nevada,NV,2060,ssp245,Medium emissions,0.6126137,Low impact,1
New Hampshire,NH,2060,ssp245,Medium emissions,2.203125,Medium impact,2
New Jersey,NJ,2060,ssp245,Medium emissions,1.7893677,Medium impact,2
New Mexico,NM,2060,ssp245,Medium emissions,0.5779431,Low impact,1
New York,NY,2060,ssp245,Medium emissions,2.070628,Medium impact,2
North Carolina,NC,2060,ssp245,Medium emissions,1.3929582,Medium impact,2
North Dakota,ND,2060,ssp245,Medium emissions,3.0172226,High impact,3
Ohio,OH,2060,ssp245,Medium emissions,2.009143,Medium impact,2
Oklahoma,OK,2060,ssp245,Medium emissions,0.8109741,Low impact,1
Oregon,OR,2060,ssp245,Medium emissions,1.8403736,Medium impact,2
Pennsylvania,PA,2060,ssp245,Medium emissions,1.951622,Medium impact,2
Rhode Island,RI,2060,ssp245,Medium emissions,1.8859558,Medium impact,2
South Carolina,SC,2060,ssp245,Medium emissions,1.1369585,Low impact,1
South Dakota,SD,2060,ssp245,Medium emissions,1.5663774,Medium impact,2
Tennessee,TN,2060,ssp245,Medium emissions,1.4439225,Medium impact,2
Texas,TX,2060,ssp245,Medium emissions,1.1059185,Low impact,1
Utah,UT,2060,ssp245,Medium emissions,0.5152147,Low impact,1
Vermont,VT,2060,ssp245,Medium emissions,2.324768,High impact,3
Virginia,VA,2060,ssp245,Medium emissions,1.7050018,Medium impact,2
Washington,WA,2060,ssp245,Medium emissions,2.4191935,High impact,3
West Virginia,WV,2060,ssp245,Medium emissions,1.77754,Medium impact,2
Wisconsin,WI,2060,ssp245,Medium emissions,2.3011692,Medium impact,2
Wyoming,WY,2060,ssp245,Medium emissions,0.83440655,Low impact,1
Alabama,AL,2070,ssp245,Medium emissions,2.7886658,High impact,3
Alaska,AK,2070,ssp245,Medium emissions,2.2444558,Medium impact,2
Arizona,AZ,2070,ssp245,Medium emissions,1.76297,Medium impact,2
Arkansas,AR,2070,ssp245,Medium emissions,2.3506927,High impact,3
California,CA,2070,ssp245,Medium emissions,0.72902817,Low impact,1
Colorado,CO,2070,ssp245,Medium emissions,1.8437866,Medium impact,2
Connecticut,CT,2070,ssp245,Medium emissions,1.7672119,Medium impact,2
Delaware,DE,2070,ssp245,Medium emissions,2.0512085,Medium impact,2
Florida,FL,2070,ssp245,Medium emissions,2.4270673,High impact,3
Georgia,GA,2070,ssp245,Medium emissions,2.6832123,High impact,3
Hawaii,HI,2070,ssp245,Medium emissions,0.68382263,Low impact,1
Idaho,ID,2070,ssp245,Medium emissions,0.6317261,Low impact,1
Illinois,IL,2070,ssp245,Medium emissions,1.9147644,Medium impact,2
Indiana,IN,2070,ssp245,Medium emissions,1.9740067,Medium impact,2
Iowa,IA,2070,ssp245,Medium emissions,1.8464161,Medium impact,2
Kansas,KS,2070,ssp245,Medium emissions,2.6375122,High impact,3
Kentucky,KY,2070,ssp245,Medium emissions,2.2975116,Medium impact,2
Louisiana,LA,2070,ssp245,Medium emissions,3.172699,High impact,3
Maine,ME,2070,ssp245,Medium emissions,1.3994955,Medium impact,2
Maryland,MD,2070,ssp245,Medium emissions,2.1777446,Medium impact,2
Massachusetts,MA,2070,ssp245,Medium emissions,1.7691803,Medium impact,2
Michigan,MI,2070,ssp245,Medium emissions,1.8223994,Medium impact,2
Minnesota,MN,2070,ssp245,Medium emissions,1.6435097,Medium impact,2
Mississippi,MS,2070,ssp245,Medium emissions,2.8708,High impact,3
Missouri,MO,2070,ssp245,Medium emissions,2.0077996,Medium impact,2
Montana,MT,2070,ssp245,Medium emissions,0.5403234,Low impact,1
Nebraska,NE,2070,ssp245,Medium emissions,2.0634353,Medium impact,2
Nevada,NV,2070,ssp245,Medium emissions,0.96913403,Low impact,1
New Hampshire,NH,2070,ssp245,Medium emissions,1.67453,Medium impact,2
New Jersey,NJ,2070,ssp245,Medium emissions,1.8660889,Medium impact,2
New Mexico,NM,2070,ssp245,Medium emissions,2.395138,High impact,3
New York,NY,2070,ssp245,Medium emissions,1.876475,Medium impact,2
North Carolina,NC,2070,ssp245,Medium emissions,2.3513572,High impact,3
North Dakota,ND,2070,ssp245,Medium emissions,0.9116731,Low impact,1
Ohio,OH,2070,ssp245,Medium emissions,2.0970337,Medium impact,2
Oklahoma,OK,2070,ssp245,Medium emissions,3.042619,High impact,3
Oregon,OR,2070,ssp245,Medium emissions,0.7718325,Low impact,1
Pennsylvania,PA,2070,ssp245,Medium emissions,2.029644,Medium impact,2
Rhode Island,RI,2070,ssp245,Medium emissions,1.6747437,Medium impact,2
South Carolina,SC,2070,ssp245,Medium emissions,2.438446,High impact,3
South Dakota,SD,2070,ssp245,Medium emissions,0.91690063,Low impact,1
Tennessee,TN,2070,ssp245,Medium emissions,2.388375,High impact,3
Texas,TX,2070,ssp245,Medium emissions,3.2362385,High impact,3
Utah,UT,2070,ssp245,Medium emissions,1.4365387,Medium impact,2
Vermont,VT,2070,ssp245,Medium emissions,1.747701,Medium impact,2
Virginia,VA,2070,ssp245,Medium emissions,2.2802734,Medium impact,2
Washington,WA,2070,ssp245,Medium emissions,0.5002584,Low impact,1
West Virginia,WV,2070,ssp245,Medium emissions,2.2994647,Medium impact,2
Wisconsin,WI,2070,ssp245,Medium emissions,1.7365505,Medium impact,2
Wyoming,WY,2070,ssp245,Medium emissions,1.0614586,Low impact,1
Alabama,AL,2080,ssp245,Medium emissions,1.7587374,Medium impact,2
Alaska,AK,2080,ssp245,Medium emissions,3.0694938,High impact,3
Arizona,AZ,2080,ssp245,Medium emissions,1.8644608,Medium impact,2
Arkansas,AR,2080,ssp245,Medium emissions,2.6838899,High impact,3
California,CA,2080,ssp245,Medium emissions,2.4017756,High impact,3
Colorado,CO,2080,ssp245,Medium emissions,1.9294876,Medium impact,2
Connecticut,CT,2080,ssp245,Medium emissions,2.4691162,High impact,3
Delaware,DE,2080,ssp245,Medium emissions,2.3730469,High impact,3
Florida,FL,2080,ssp245,Medium emissions,1.3423767,Medium impact,2
Georgia,GA,2080,ssp245,Medium emissions,1.6984253,Medium impact,2
Hawaii,HI,2080,ssp245,Medium emissions,0.7967377,Low impact,1
Idaho,ID,2080,ssp245,Medium emissions,3.382875,High impact,3
Illinois,IL,2080,ssp245,Medium emissions,2.7241342,High impact,3
Indiana,IN,2080,ssp245,Medium emissions,2.7161179,High impact,3
Iowa,IA,2080,ssp245,Medium emissions,3.5980835,High impact,3
Kansas,KS,2080,ssp245,Medium emissions,2.6008284,High impact,3
Kentucky,KY,2080,ssp245,Medium emissions,2.2384555,Medium impact,2
Louisiana,LA,2080,ssp245,Medium emissions,2.1613922,Medium impact,2
Maine,ME,2080,ssp245,Medium emissions,2.8140292,High impact,3
Maryland,MD,2080,ssp245,Medium emissions,2.4072978,High impact,3
Massachusetts,MA,2080,ssp245,Medium emissions,2.4993439,High impact,3
Michigan,MI,2080,ssp245,Medium emissions,3.4419909,High impact,3
Minnesota,MN,2080,ssp245,Medium emissions,4.519123,High impact,3
Mississippi,MS,2080,ssp245,Medium emissions,2.1930695,Medium impact,2
Missouri,MO,2080,ssp245,Medium emissions,2.6155412,High impact,3
Montana,MT,2080,ssp245,Medium emissions,4.060697,High impact,3
Nebraska,NE,2080,ssp245,Medium emissions,3.356745,High impact,3
Nevada,NV,2080,ssp245,Medium emissions,2.5877178,High impact,3
New Hampshire,NH,2080,ssp245,Medium emissions,2.572052,High impact,3
New Jersey,NJ,2080,ssp245,Medium emissions,2.4375,High impact,3
New Mexico,NM,2080,ssp245,Medium emissions,1.6600647,Medium impact,2
New York,NY,2080,ssp245,Medium emissions,2.692627,High impact,3
North Carolina,NC,2080,ssp245,Medium emissions,1.941692,Medium impact,2
North Dakota,ND,2080,ssp245,Medium emissions,4.8462095,High impact,3
Ohio,OH,2080,ssp245,Medium emissions,2.747455,High impact,3
Oklahoma,OK,2080,ssp245,Medium emissions,2.4441435,High impact,3
Oregon,OR,2080,ssp245,Medium emissions,3.2912278,High impact,3
Pennsylvania,PA,2080,ssp245,Medium emissions,2.5908165,High impact,3
Rhode Island,RI,2080,ssp245,Medium emissions,2.44281,High impact,3
South Carolina,SC,2080,ssp245,Medium emissions,1.7561907,Medium impact,2
South Dakota,SD,2080,ssp245,Medium emissions,4.5540214,High impact,3
Tennessee,TN,2080,ssp245,Medium emissions,2.130127,Medium impact,2
Texas,TX,2080,ssp245,Medium emissions,2.1338153,Medium impact,2
Utah,UT,2080,ssp245,Medium emissions,2.322893,High impact,3
Vermont,VT,2080,ssp245,Medium emissions,2.7803142,High impact,3
Virginia,VA,2080,ssp245,Medium emissions,2.1431198,Medium impact,2
Washington,WA,2080,ssp245,Medium emissions,3.450364,High impact,3
West Virginia,WV,2080,ssp245,Medium emissions,2.3305533,High impact,3
Wisconsin,WI,2080,ssp245,Medium emissions,3.891802,High impact,3
Wyoming,WY,2080,ssp245,Medium emissions,3.3439915,High impact,3
Alabama,AL,2090,ssp245,Medium emissions,1.6089289,Medium impact,2
Alaska,AK,2090,ssp245,Medium emissions,4.2364707,High impact,3
Arizona,AZ,2090,ssp245,Medium emissions,1.9074402,Medium impact,2
Arkansas,AR,2090,ssp245,Medium emissions,2.4871125,High impact,3
California,CA,2090,ssp245,Medium emissions,2.0039628,Medium impact,2
Colorado,CO,2090,ssp245,Medium emissions,2.0762239,Medium impact,2
Connecticut,CT,2090,ssp245,Medium emissions,2.3384094,High impact,3
Delaware,DE,2090,ssp245,Medium emissions,2.2740479,Medium impact,2
Florida,FL,2090,ssp245,Medium emissions,1.3133305,Medium impact,2
Georgia,GA,2090,ssp245,Medium emissions,1.661377,Medium impact,2
Hawaii,HI,2090,ssp245,Medium emissions,1.1873932,Low impact,1
Idaho,ID,2090,ssp245,Medium emissions,2.3461182,High impact,3
Illinois,IL,2090,ssp245,Medium emissions,2.5689697,High impact,3
Indiana,IN,2090,ssp245,Medium emissions,2.6041756,High impact,3
Iowa,IA,2090,ssp245,Medium emissions,3.089225,High impact,3
Kansas,KS,2090,ssp245,Medium emissions,2.2476094,Medium impact,2
Kentucky,KY,2090,ssp245,Medium emissions,2.1665998,Medium impact,2
Louisiana,LA,2090,ssp245,Medium emissions,1.6936417,Medium impact,2
Maine,ME,2090,ssp245,Medium emissions,2.860711,High impact,3
Maryland,MD,2090,ssp245,Medium emissions,2.3435059,High impact,3
Massachusetts,MA,2090,ssp245,Medium emissions,2.540512,High impact,3
Michigan,MI,2090,ssp245,Medium emissions,3.0985036,High impact,3
Minnesota,MN,2090,ssp245,Medium emissions,3.7289348,High impact,3
Mississippi,MS,2090,ssp245,Medium emissions,1.8374939,Medium impact,2
Missouri,MO,2090,ssp245,Medium emissions,2.4433513,High impact,3
Montana,MT,2090,ssp245,Medium emissions,2.8519077,High impact,3
Nebraska,NE,2090,ssp245,Medium emissions,2.786788,High impact,3
Nevada,NV,2090,ssp245,Medium emissions,1.880277,Medium impact,2
New Hampshire,NH,2090,ssp245,Medium emissions,2.828186,High impact,3
New Jersey,NJ,2090,ssp245,Medium emissions,2.2687225,Medium impact,2
New Mexico,NM,2090,ssp245,Medium emissions,1.5895605,Medium impact,2
New York,NY,2090,ssp245,Medium emissions,2.7238736,High impact,3
North Carolina,NC,2090,ssp245,Medium emissions,1.8177851,Medium impact,2
North Dakota,ND,2090,ssp245,Medium emissions,3.9905756,High impact,3
Ohio,OH,2090,ssp245,Medium emissions,2.6236756,High impact,3
Oklahoma,OK,2090,ssp245,Medium emissions,2.389449,High impact,3
Oregon,OR,2090,ssp245,Medium emissions,2.5323777,High impact,3
Pennsylvania,PA,2090,ssp245,Medium emissions,2.456459,High impact,3
Rhode Island,RI,2090,ssp245,Medium emissions,2.254242,Medium impact,2
South Carolina,SC,2090,ssp245,Medium emissions,1.7355303,Medium impact,2
South Dakota,SD,2090,ssp245,Medium emissions,3.4604864,High impact,3
Tennessee,TN,2090,ssp245,Medium emissions,2.0863204,Medium impact,2
Texas,TX,2090,ssp245,Medium emissions,1.4976544,Medium impact,2
Utah,UT,2090,ssp245,Medium emissions,2.378323,High impact,3
Vermont,VT,2090,ssp245,Medium emissions,2.964854,High impact,3
Virginia,VA,2090,ssp245,Medium emissions,2.0629807,Medium impact,2
Washington,WA,2090,ssp245,Medium emissions,3.198527,High impact,3
West Virginia,WV,2090,ssp245,Medium emissions,2.1492615,Medium impact,2
Wisconsin,WI,2090,ssp245,Medium emissions,3.469537,High impact,3
Wyoming,WY,2090,ssp245,Medium emissions,2.5306256,High impact,3
Alabama,AL,2100,ssp245,Medium emissions,2.359624,High impact,3
Alaska,AK,2100,ssp245,Medium emissions,2.6978445,High impact,3
Arizona,AZ,2100,ssp245,Medium emissions,1.9580994,Medium impact,2
Arkansas,AR,2100,ssp245,Medium emissions,3.091681,High impact,3
California,CA,2100,ssp245,Medium emissions,1.838255,Medium impact,2
Colorado,CO,2100,ssp245,Medium emissions,2.3224914,High impact,3
Connecticut,CT,2100,ssp245,Medium emissions,2.8319855,High impact,3
Delaware,DE,2100,ssp245,Medium emissions,2.7734833,High impact,3
Florida,FL,2100,ssp245,Medium emissions,1.7802342,Medium impact,2
Georgia,GA,2100,ssp245,Medium emissions,2.5149446,High impact,3
Hawaii,HI,2100,ssp245,Medium emissions,1.8295441,Medium impact,2
Idaho,ID,2100,ssp245,Medium emissions,2.1926377,Medium impact,2
Illinois,IL,2100,ssp245,Medium emissions,3.2946079,High impact,3
Indiana,IN,2100,ssp245,Medium emissions,3.3020096,High impact,3
Iowa,IA,2100,ssp245,Medium emissions,3.3421602,High impact,3
Kansas,KS,2100,ssp245,Medium emissions,3.0535464,High impact,3
Kentucky,KY,2100,ssp245,Medium emissions,3.0263019,High impact,3
Louisiana,LA,2100,ssp245,Medium emissions,2.6961899,High impact,3
Maine,ME,2100,ssp245,Medium emissions,2.8930426,High impact,3
Maryland,MD,2100,ssp245,Medium emissions,2.937907,High impact,3
Massachusetts,MA,2100,ssp245,Medium emissions,2.8534088,High impact,3
Michigan,MI,2100,ssp245,Medium emissions,2.9995024,High impact,3
Minnesota,MN,2100,ssp245,Medium emissions,3.4876115,High impact,3
Mississippi,MS,2100,ssp245,Medium emissions,2.6371613,High impact,3
Missouri,MO,2100,ssp245,Medium emissions,3.311297,High impact,3
Montana,MT,2100,ssp245,Medium emissions,3.0798814,High impact,3
Nebraska,NE,2100,ssp245,Medium emissions,2.8526306,High impact,3
Nevada,NV,2100,ssp245,Medium emissions,2.0766437,Medium impact,2
New Hampshire,NH,2100,ssp245,Medium emissions,2.968933,High impact,3
New Jersey,NJ,2100,ssp245,Medium emissions,2.800293,High impact,3
New Mexico,NM,2100,ssp245,Medium emissions,1.9254614,Medium impact,2
New York,NY,2100,ssp245,Medium emissions,2.9629855,High impact,3
North Carolina,NC,2100,ssp245,Medium emissions,2.656497,High impact,3
North Dakota,ND,2100,ssp245,Medium emissions,3.8863704,High impact,3
Ohio,OH,2100,ssp245,Medium emissions,3.137088,High impact,3
Oklahoma,OK,2100,ssp245,Medium emissions,3.5733714,High impact,3
Oregon,OR,2100,ssp245,Medium emissions,2.0180788,Medium impact,2
Pennsylvania,PA,2100,ssp245,Medium emissions,2.9612389,High impact,3
Rhode Island,RI,2100,ssp245,Medium emissions,2.7864075,High impact,3
South Carolina,SC,2100,ssp245,Medium emissions,2.6555176,High impact,3
South Dakota,SD,2100,ssp245,Medium emissions,3.3340945,High impact,3
Tennessee,TN,2100,ssp245,Medium emissions,2.791834,High impact,3
Texas,TX,2100,ssp245,Medium emissions,3.0347462,High impact,3
Utah,UT,2100,ssp245,Medium emissions,2.3787875,High impact,3
Vermont,VT,2100,ssp245,Medium emissions,3.0429585,High impact,3
Virginia,VA,2100,ssp245,Medium emissions,2.780922,High impact,3
Washington,WA,2100,ssp245,Medium emissions,2.597878,High impact,3
West Virginia,WV,2100,ssp245,Medium emissions,2.8998282,High impact,3
Wisconsin,WI,2100,ssp245,Medium emissions,3.21514,High impact,3
Wyoming,WY,2100,ssp245,Medium emissions,2.6402066,High impact,3
Alabama,AL,2020,ssp585,High emissions,2.0321631,Medium impact,2
Alaska,AK,2020,ssp585,High emissions,-2.6423485,Low impact,1
Arizona,AZ,2020,ssp585,High emissions,1.4880395,Medium impact,2
Arkansas,AR,2020,ssp585,High emissions,2.3039093,High impact,3
California,CA,2020,ssp585,High emissions,1.2979368,Medium impact,2
Colorado,CO,2020,ssp585,High emissions,1.7804291,Medium impact,2
Connecticut,CT,2020,ssp585,High emissions,0.8851929,Low impact,1
Delaware,DE,2020,ssp585,High emissions,1.1377106,Low impact,1
Florida,FL,2020,ssp585,High emissions,1.5818568,Medium impact,2
Georgia,GA,2020,ssp585,High emissions,2.0194733,Medium impact,2
Hawaii,HI,2020,ssp585,High emissions,0.34228516,Low impact,1
Idaho,ID,2020,ssp585,High emissions,0.9399002,Low impact,1
Illinois,IL,2020,ssp585,High emissions,1.8042734,Medium impact,2
Indiana,IN,2020,ssp585,High emissions,1.7004967,Medium impact,2
Iowa,IA,2020,ssp585,High emissions,1.4330139,Medium impact,2
Kansas,KS,2020,ssp585,High emissions,1.6201376,Medium impact,2
Kentucky,KY,2020,ssp585,High emissions,1.9090184,Medium impact,2
Louisiana,LA,2020,ssp585,High emissions,2.6500664,High impact,3
Maine,ME,2020,ssp585,High emissions,0.29849583,Low impact,1
Maryland,MD,2020,ssp585,High emissions,1.4045919,Medium impact,2
Massachusetts,MA,2020,ssp585,High emissions,0.77033997,Low impact,1
Michigan,MI,2020,ssp585,High emissions,0.9654095,Low impact,1
Minnesota,MN,2020,ssp585,High emissions,1.01598,Low impact,1
Mississippi,MS,2020,ssp585,High emissions,2.4563255,High impact,3
Missouri,MO,2020,ssp585,High emissions,1.918661,Medium impact,2
Montana,MT,2020,ssp585,High emissions,1.0372387,Low impact,1
Nebraska,NE,2020,ssp585,High emissions,1.1459961,Low impact,1
Nevada,NV,2020,ssp585,High emissions,1.3633804,Medium impact,2
New Hampshire,NH,2020,ssp585,High emissions,0.6358032,Low impact,1
New Jersey,NJ,2020,ssp585,High emissions,1.0003052,Low impact,1
New Mexico,NM,2020,ssp585,High emissions,1.8826208,Medium impact,2
New York,NY,2020,ssp585,High emissions,0.969123,Low impact,1
North Carolina,NC,2020,ssp585,High emissions,1.8625405,Medium impact,2
North Dakota,ND,2020,ssp585,High emissions,1.525737,Medium impact,2
Ohio,OH,2020,ssp585,High emissions,1.5684448,Medium impact,2
Oklahoma,OK,2020,ssp585,High emissions,2.2742333,Medium impact,2
Oregon,OR,2020,ssp585,High emissions,0.87815577,Low impact,1
Pennsylvania,PA,2020,ssp585,High emissions,1.1826363,Low impact,1
Rhode Island,RI,2020,ssp585,High emissions,0.89276123,Low impact,1
South Carolina,SC,2020,ssp585,High emissions,2.020281,Medium impact,2
South Dakota,SD,2020,ssp585,High emissions,1.0428128,Low impact,1
Tennessee,TN,2020,ssp585,High emissions,2.0678294,Medium impact,2
Texas,TX,2020,ssp585,High emissions,2.0131915,Medium impact,2
Utah,UT,2020,ssp585,High emissions,1.5653144,Medium impact,2
Vermont,VT,2020,ssp585,High emissions,0.77805585,Low impact,1
Virginia,VA,2020,ssp585,High emissions,1.5995026,Medium impact,2
Washington,WA,2020,ssp585,High emissions,0.5423197,Low impact,1
West Virginia,WV,2020,ssp585,High emissions,1.8688791,Medium impact,2
Wisconsin,WI,2020,ssp585,High emissions,0.97442627,Low impact,1
Wyoming,WY,2020,ssp585,High emissions,1.0429064,Low impact,1
Alabama,AL,2030,ssp585,High emissions,0.29771307,Low impact,1
Alaska,AK,2030,ssp585,High emissions,1.3992422,Medium impact,2
Arizona,AZ,2030,ssp585,High emissions,1.9220617,Medium impact,2
Arkansas,AR,2030,ssp585,High emissions,0.7045654,Low impact,1
California,CA,2030,ssp585,High emissions,1.7501633,Medium impact,2
Colorado,CO,2030,ssp585,High emissions,1.4884751,Medium impact,2
Connecticut,CT,2030,ssp585,High emissions,0.624588,Low impact,1
Delaware,DE,2030,ssp585,High emissions,0.4822235,Low impact,1
Florida,FL,2030,ssp585,High emissions,0.19045584,Low impact,1
Georgia,GA,2030,ssp585,High emissions,0.09716797,Low impact,1
Hawaii,HI,2030,ssp585,High emissions,0.810791,Low impact,1
Idaho,ID,2030,ssp585,High emissions,1.6698517,Medium impact,2
Illinois,IL,2030,ssp585,High emissions,0.733296,Low impact,1
Indiana,IN,2030,ssp585,High emissions,0.712883,Low impact,1
Iowa,IA,2030,ssp585,High emissions,1.0342491,Low impact,1
Kansas,KS,2030,ssp585,High emissions,0.6566756,Low impact,1
Kentucky,KY,2030,ssp585,High emissions,0.344138,Low impact,1
Louisiana,LA,2030,ssp585,High emissions,0.82403183,Low impact,1
Maine,ME,2030,ssp585,High emissions,0.78616333,Low impact,1
Maryland,MD,2030,ssp585,High emissions,0.43569946,Low impact,1
Massachusetts,MA,2030,ssp585,High emissions,0.5807648,Low impact,1
Michigan,MI,2030,ssp585,High emissions,0.9206848,Low impact,1
Minnesota,MN,2030,ssp585,High emissions,1.2747899,Low impact,1
Mississippi,MS,2030,ssp585,High emissions,0.49724197,Low impact,1
Missouri,MO,2030,ssp585,High emissions,0.66955245,Low impact,1
Montana,MT,2030,ssp585,High emissions,1.3797631,Medium impact,2
Nebraska,NE,2030,ssp585,High emissions,1.0118283,Low impact,1
Nevada,NV,2030,ssp585,High emissions,2.1236904,Medium impact,2
New Hampshire,NH,2030,ssp585,High emissions,0.5891113,Low impact,1
New Jersey,NJ,2030,ssp585,High emissions,0.3179016,Low impact,1
New Mexico,NM,2030,ssp585,High emissions,1.4064466,Medium impact,2
New York,NY,2030,ssp585,High emissions,0.67317367,Low impact,1
North Carolina,NC,2030,ssp585,High emissions,0.08762706,Low impact,1
North Dakota,ND,2030,ssp585,High emissions,1.4595426,Medium impact,2
Ohio,OH,2030,ssp585,High emissions,0.60070497,Low impact,1
Oklahoma,OK,2030,ssp585,High emissions,1.159168,Low impact,1
Oregon,OR,2030,ssp585,High emissions,1.8072441,Medium impact,2
Pennsylvania,PA,2030,ssp585,High emissions,0.57748413,Low impact,1
Rhode Island,RI,2030,ssp585,High emissions,0.58151245,Low impact,1
South Carolina,SC,2030,ssp585,High emissions,0.050598145,Low impact,1
South Dakota,SD,2030,ssp585,High emissions,0.9915958,Low impact,1
Tennessee,TN,2030,ssp585,High emissions,0.1760448,Low impact,1
Texas,TX,2030,ssp585,High emissions,1.3467016,Medium impact,2
Utah,UT,2030,ssp585,High emissions,1.9615716,Medium impact,2
Vermont,VT,2030,ssp585,High emissions,0.7609151,Low impact,1
Virginia,VA,2030,ssp585,High emissions,0.26288605,Low impact,1
Washington,WA,2030,ssp585,High emissions,1.6343384,Medium impact,2
West Virginia,WV,2030,ssp585,High emissions,0.3318089,Low impact,1
Wisconsin,WI,2030,ssp585,High emissions,1.0558537,Low impact,1
Wyoming,WY,2030,ssp585,High emissions,1.4288813,Medium impact,2
Alabama,AL,2040,ssp585,High emissions,1.9611487,Medium impact,2
Alaska,AK,2040,ssp585,High emissions,1.4254333,Medium impact,2
Arizona,AZ,2040,ssp585,High emissions,1.6655579,Medium impact,2
Arkansas,AR,2040,ssp585,High emissions,2.6308684,High impact,3
California,CA,2040,ssp585,High emissions,1.5801086,Medium impact,2
Colorado,CO,2040,ssp585,High emissions,1.8622665,Medium impact,2
Connecticut,CT,2040,ssp585,High emissions,1.0248108,Low impact,1
Delaware,DE,2040,ssp585,High emissions,1.204071,Low impact,1
