state,state_abbr,year,scenario,scenario_label,temp_anomaly,impact_category,impact_score
Florida,FL,2040,ssp585,High emissions,1.0906874,Low impact,1
Georgia,GA,2040,ssp585,High emissions,1.7309844,Medium impact,2
Hawaii,HI,2040,ssp585,High emissions,1.1522217,Low impact,1
Idaho,ID,2040,ssp585,High emissions,1.6268082,Medium impact,2
Illinois,IL,2040,ssp585,High emissions,1.4847194,Medium impact,2
Indiana,IN,2040,ssp585,High emissions,1.3820534,Medium impact,2
Iowa,IA,2040,ssp585,High emissions,1.6203891,Medium impact,2
Kansas,KS,2040,ssp585,High emissions,1.3598226,Medium impact,2
Kentucky,KY,2040,ssp585,High emissions,1.4078369,Medium impact,2
Louisiana,LA,2040,ssp585,High emissions,2.441513,High impact,3
Maine,ME,2040,ssp585,High emissions,1.3168912,Medium impact,2
Maryland,MD,2040,ssp585,High emissions,1.2586771,Low impact,1
Massachusetts,MA,2040,ssp585,High emissions,1.253418,Low impact,1
Michigan,MI,2040,ssp585,High emissions,1.6371201,Medium impact,2
Minnesota,MN,2040,ssp585,High emissions,1.7938217,Medium impact,2
Mississippi,MS,2040,ssp585,High emissions,2.441265,High impact,3
Missouri,MO,2040,ssp585,High emissions,1.6285433,Medium impact,2
Montana,MT,2040,ssp585,High emissions,1.5762658,Medium impact,2
Nebraska,NE,2040,ssp585,High emissions,1.0662752,Low impact,1
Nevada,NV,2040,ssp585,High emissions,1.5929451,Medium impact,2
New Hampshire,NH,2040,ssp585,High emissions,1.3125305,Medium impact,2
New Jersey,NJ,2040,ssp585,High emissions,0.946167,Low impact,1
New Mexico,NM,2040,ssp585,High emissions,1.8264843,Medium impact,2
New York,NY,2040,ssp585,High emissions,1.4097494,Medium impact,2
North Carolina,NC,2040,ssp585,High emissions,1.098286,Low impact,1
North Dakota,ND,2040,ssp585,High emissions,1.6028478,Medium impact,2
Ohio,OH,2040,ssp585,High emissions,1.2944336,Medium impact,2
Oklahoma,OK,2040,ssp585,High emissions,2.2669115,Medium impact,2
Oregon,OR,2040,ssp585,High emissions,1.8801173,Medium impact,2
Pennsylvania,PA,2040,ssp585,High emissions,1.3100586,Medium impact,2
Rhode Island,RI,2040,ssp585,High emissions,0.92233276,Low impact,1
South Carolina,SC,2040,ssp585,High emissions,1.0629752,Low impact,1
South Dakota,SD,2040,ssp585,High emissions,1.0262994,Low impact,1
Tennessee,TN,2040,ssp585,High emissions,1.5781388,Medium impact,2
Texas,TX,2040,ssp585,High emissions,2.1110668,Medium impact,2
Utah,UT,2040,ssp585,High emissions,1.8936106,Medium impact,2
Vermont,VT,2040,ssp585,High emissions,1.3519592,Medium impact,2
Virginia,VA,2040,ssp585,High emissions,1.3016739,Medium impact,2
Washington,WA,2040,ssp585,High emissions,2.1543274,Medium impact,2
West Virginia,WV,2040,ssp585,High emissions,1.2400557,Low impact,1
Wisconsin,WI,2040,ssp585,High emissions,1.7914647,Medium impact,2
Wyoming,WY,2040,ssp585,High emissions,1.3621203,Medium impact,2
Alabama,AL,2050,ssp585,High emissions,3.0414052,High impact,3
Alaska,AK,2050,ssp585,High emissions,2.8529472,High impact,3
Arizona,AZ,2050,ssp585,High emissions,2.4067912,High impact,3
Arkansas,AR,2050,ssp585,High emissions,3.5655823,High impact,3
California,CA,2050,ssp585,High emissions,1.8790274,Medium impact,2
Colorado,CO,2050,ssp585,High emissions,3.3948638,High impact,3
Connecticut,CT,2050,ssp585,High emissions,2.3098907,High impact,3
Delaware,DE,2050,ssp585,High emissions,2.7058258,High impact,3
Florida,FL,2050,ssp585,High emissions,2.2526639,Medium impact,2
Georgia,GA,2050,ssp585,High emissions,2.8436432,High impact,3
Hawaii,HI,2050,ssp585,High emissions,0.92251587,Low impact,1
Idaho,ID,2050,ssp585,High emissions,2.2135787,Medium impact,2
Illinois,IL,2050,ssp585,High emissions,3.158663,High impact,3
Indiana,IN,2050,ssp585,High emissions,3.0877,High impact,3
Iowa,IA,2050,ssp585,High emissions,3.8433783,High impact,3
Kansas,KS,2050,ssp585,High emissions,4.6968775,High impact,3
Kentucky,KY,2050,ssp585,High emissions,3.2175772,High impact,3
Louisiana,LA,2050,ssp585,High emissions,2.6802826,High impact,3
Maine,ME,2050,ssp585,High emissions,2.4049785,High impact,3
Maryland,MD,2050,ssp585,High emissions,2.8339539,High impact,3
Massachusetts,MA,2050,ssp585,High emissions,2.4939423,High impact,3
Michigan,MI,2050,ssp585,High emissions,2.9916453,High impact,3
Minnesota,MN,2050,ssp585,High emissions,3.5673604,High impact,3
Mississippi,MS,2050,ssp585,High emissions,3.1937447,High impact,3
Missouri,MO,2050,ssp585,High emissions,3.9948456,High impact,3
Montana,MT,2050,ssp585,High emissions,2.6241906,High impact,3
Nebraska,NE,2050,ssp585,High emissions,4.1432853,High impact,3
Nevada,NV,2050,ssp585,High emissions,2.4765117,High impact,3
New Hampshire,NH,2050,ssp585,High emissions,2.5119934,High impact,3
New Jersey,NJ,2050,ssp585,High emissions,2.4730682,High impact,3
New Mexico,NM,2050,ssp585,High emissions,2.6770618,High impact,3
New York,NY,2050,ssp585,High emissions,2.675822,High impact,3
North Carolina,NC,2050,ssp585,High emissions,2.8859892,High impact,3
North Dakota,ND,2050,ssp585,High emissions,3.7462823,High impact,3
Ohio,OH,2050,ssp585,High emissions,2.9785798,High impact,3
Oklahoma,OK,2050,ssp585,High emissions,4.2792735,High impact,3
Oregon,OR,2050,ssp585,High emissions,1.9516574,Medium impact,2
Pennsylvania,PA,2050,ssp585,High emissions,2.6767693,High impact,3
Rhode Island,RI,2050,ssp585,High emissions,2.162384,Medium impact,2
South Carolina,SC,2050,ssp585,High emissions,2.5243356,High impact,3
South Dakota,SD,2050,ssp585,High emissions,3.862898,High impact,3
Tennessee,TN,2050,ssp585,High emissions,3.28517,High impact,3
Texas,TX,2050,ssp585,High emissions,2.9282317,High impact,3
Utah,UT,2050,ssp585,High emissions,2.9767134,High impact,3
Vermont,VT,2050,ssp585,High emissions,2.6647441,High impact,3
Virginia,VA,2050,ssp585,High emissions,2.9263992,High impact,3
Washington,WA,2050,ssp585,High emissions,1.9597738,Medium impact,2
West Virginia,WV,2050,ssp585,High emissions,2.9277692,High impact,3
Wisconsin,WI,2050,ssp585,High emissions,3.397402,High impact,3
Wyoming,WY,2050,ssp585,High emissions,3.3746529,High impact,3
Alabama,AL,2060,ssp585,High emissions,2.6347609,High impact,3
Alaska,AK,2060,ssp585,High emissions,1.1775402,Low impact,1
Arizona,AZ,2060,ssp585,High emissions,3.2215505,High impact,3
Arkansas,AR,2060,ssp585,High emissions,2.8777955,High impact,3
California,CA,2060,ssp585,High emissions,2.9056935,High impact,3
Colorado,CO,2060,ssp585,High emissions,2.6090882,High impact,3
Connecticut,CT,2060,ssp585,High emissions,2.4096985,High impact,3
Delaware,DE,2060,ssp585,High emissions,2.6433563,High impact,3
Florida,FL,2060,ssp585,High emissions,2.6616538,High impact,3
Georgia,GA,2060,ssp585,High emissions,2.6006713,High impact,3
Hawaii,HI,2060,ssp585,High emissions,1.5131378,Medium impact,2
Idaho,ID,2060,ssp585,High emissions,2.358162,High impact,3
Illinois,IL,2060,ssp585,High emissions,2.5664957,High impact,3
Indiana,IN,2060,ssp585,High emissions,2.7155342,High impact,3
Iowa,IA,2060,ssp585,High emissions,2.694924,High impact,3
Kansas,KS,2060,ssp585,High emissions,3.0802002,High impact,3
Kentucky,KY,2060,ssp585,High emissions,2.7485569,High impact,3
Louisiana,LA,2060,ssp585,High emissions,2.6253433,High impact,3
Maine,ME,2060,ssp585,High emissions,2.4832525,High impact,3
Maryland,MD,2060,ssp585,High emissions,2.783661,High impact,3
Massachusetts,MA,2060,ssp585,High emissions,2.4867706,High impact,3
Michigan,MI,2060,ssp585,High emissions,2.6492217,High impact,3
Minnesota,MN,2060,ssp585,High emissions,2.9616957,High impact,3
Mississippi,MS,2060,ssp585,High emissions,2.5994072,High impact,3
Missouri,MO,2060,ssp585,High emissions,2.6990163,High impact,3
Montana,MT,2060,ssp585,High emissions,2.6067336,High impact,3
Nebraska,NE,2060,ssp585,High emissions,2.966515,High impact,3
Nevada,NV,2060,ssp585,High emissions,3.1501465,High impact,3
New Hampshire,NH,2060,ssp585,High emissions,2.547699,High impact,3
New Jersey,NJ,2060,ssp585,High emissions,2.4734344,High impact,3
New Mexico,NM,2060,ssp585,High emissions,2.6863208,High impact,3
New York,NY,2060,ssp585,High emissions,2.7064176,High impact,3
North Carolina,NC,2060,ssp585,High emissions,2.7640214,High impact,3
North Dakota,ND,2060,ssp585,High emissions,3.411858,High impact,3
Ohio,OH,2060,ssp585,High emissions,2.8674102,High impact,3
Oklahoma,OK,2060,ssp585,High emissions,2.826836,High impact,3
Oregon,OR,2060,ssp585,High emissions,2.337462,High impact,3
Pennsylvania,PA,2060,ssp585,High emissions,2.7171211,High impact,3
Rhode Island,RI,2060,ssp585,High emissions,2.3893738,High impact,3
South Carolina,SC,2060,ssp585,High emissions,2.7039316,High impact,3
South Dakota,SD,2060,ssp585,High emissions,2.9758556,High impact,3
Tennessee,TN,2060,ssp585,High emissions,2.7379873,High impact,3
Texas,TX,2060,ssp585,High emissions,2.1155071,Medium impact,2
Utah,UT,2060,ssp585,High emissions,3.0122783,High impact,3
Vermont,VT,2060,ssp585,High emissions,2.6786296,High impact,3
Virginia,VA,2060,ssp585,High emissions,2.7213898,High impact,3
Washington,WA,2060,ssp585,High emissions,2.1558797,Medium impact,2
West Virginia,WV,2060,ssp585,High emissions,2.8721793,High impact,3
Wisconsin,WI,2060,ssp585,High emissions,2.7070248,High impact,3
Wyoming,WY,2060,ssp585,High emissions,2.5481136,High impact,3
Alabama,AL,2070,ssp585,High emissions,2.5902357,High impact,3
Alaska,AK,2070,ssp585,High emissions,5.1765766,High impact,3
Arizona,AZ,2070,ssp585,High emissions,1.6108621,Medium impact,2
Arkansas,AR,2070,ssp585,High emissions,2.0216064,Medium impact,2
California,CA,2070,ssp585,High emissions,1.5566846,Medium impact,2
Colorado,CO,2070,ssp585,High emissions,1.6560196,Medium impact,2
Connecticut,CT,2070,ssp585,High emissions,2.9186554,High impact,3
Delaware,DE,2070,ssp585,High emissions,2.8160706,High impact,3
Florida,FL,2070,ssp585,High emissions,2.4835248,High impact,3
Georgia,GA,2070,ssp585,High emissions,2.7291229,High impact,3
Hawaii,HI,2070,ssp585,High emissions,1.7479095,Medium impact,2
Idaho,ID,2070,ssp585,High emissions,2.438826,High impact,3
Illinois,IL,2070,ssp585,High emissions,2.3281817,High impact,3
Indiana,IN,2070,ssp585,High emissions,2.5254745,High impact,3
Iowa,IA,2070,ssp585,High emissions,2.4158518,High impact,3
Kansas,KS,2070,ssp585,High emissions,1.904758,Medium impact,2
Kentucky,KY,2070,ssp585,High emissions,2.518607,High impact,3
Louisiana,LA,2070,ssp585,High emissions,2.506096,High impact,3
Maine,ME,2070,ssp585,High emissions,3.1651983,High impact,3
Maryland,MD,2070,ssp585,High emissions,2.9210308,High impact,3
Massachusetts,MA,2070,ssp585,High emissions,3.0318298,High impact,3
Michigan,MI,2070,ssp585,High emissions,2.515139,High impact,3
Minnesota,MN,2070,ssp585,High emissions,2.5740743,High impact,3
Mississippi,MS,2070,ssp585,High emissions,2.4389381,High impact,3
Missouri,MO,2070,ssp585,High emissions,2.1588776,Medium impact,2
Montana,MT,2070,ssp585,High emissions,2.3181224,High impact,3
Nebraska,NE,2070,ssp585,High emissions,2.052589,Medium impact,2
Nevada,NV,2070,ssp585,High emissions,1.5475082,Medium impact,2
New Hampshire,NH,2070,ssp585,High emissions,3.1461487,High impact,3
New Jersey,NJ,2070,ssp585,High emissions,2.774994,High impact,3
New Mexico,NM,2070,ssp585,High emissions,1.7321997,Medium impact,2
New York,NY,2070,ssp585,High emissions,3.064477,High impact,3
North Carolina,NC,2070,ssp585,High emissions,2.8202322,High impact,3
North Dakota,ND,2070,ssp585,High emissions,2.03947,Medium impact,2
Ohio,OH,2070,ssp585,High emissions,2.7892456,High impact,3
Oklahoma,OK,2070,ssp585,High emissions,2.248028,Medium impact,2
Oregon,OR,2070,ssp585,High emissions,2.430761,High impact,3
Pennsylvania,PA,2070,ssp585,High emissions,2.9016228,High impact,3
Rhode Island,RI,2070,ssp585,High emissions,2.9100342,High impact,3
South Carolina,SC,2070,ssp585,High emissions,2.7207031,High impact,3
South Dakota,SD,2070,ssp585,High emissions,1.8186594,Medium impact,2
Tennessee,TN,2070,ssp585,High emissions,2.497983,High impact,3
Texas,TX,2070,ssp585,High emissions,2.3351965,High impact,3
Utah,UT,2070,ssp585,High emissions,1.5244039,Medium impact,2
Vermont,VT,2070,ssp585,High emissions,3.28008,High impact,3
Virginia,VA,2070,ssp585,High emissions,2.916542,High impact,3
Washington,WA,2070,ssp585,High emissions,3.0095906,High impact,3
West Virginia,WV,2070,ssp585,High emissions,2.8609881,High impact,3
Wisconsin,WI,2070,ssp585,High emissions,2.5341012,High impact,3
Wyoming,WY,2070,ssp585,High emissions,1.7723389,Medium impact,2
Alabama,AL,2080,ssp585,High emissions,3.5658782,High impact,3
Alaska,AK,2080,ssp585,High emissions,3.1983922,High impact,3
Arizona,AZ,2080,ssp585,High emissions,3.1862452,High impact,3
Arkansas,AR,2080,ssp585,High emissions,3.676422,High impact,3
California,CA,2080,ssp585,High emissions,2.8293467,High impact,3
Colorado,CO,2080,ssp585,High emissions,3.8503861,High impact,3
Connecticut,CT,2080,ssp585,High emissions,3.840454,High impact,3
Delaware,DE,2080,ssp585,High emissions,4.189163,High impact,3
Florida,FL,2080,ssp585,High emissions,3.2824292,High impact,3
Georgia,GA,2080,ssp585,High emissions,3.8519807,High impact,3
Hawaii,HI,2080,ssp585,High emissions,2.2789307,Medium impact,2
Idaho,ID,2080,ssp585,High emissions,3.6122634,High impact,3
Illinois,IL,2080,ssp585,High emissions,4.2729754,High impact,3
Indiana,IN,2080,ssp585,High emissions,4.2775803,High impact,3
Iowa,IA,2080,ssp585,High emissions,4.7738924,High impact,3
Kansas,KS,2080,ssp585,High emissions,4.6891427,High impact,3
Kentucky,KY,2080,ssp585,High emissions,3.9513767,High impact,3
Louisiana,LA,2080,ssp585,High emissions,3.0253181,High impact,3
Maine,ME,2080,ssp585,High emissions,3.4451938,High impact,3
Maryland,MD,2080,ssp585,High emissions,4.367167,High impact,3
Massachusetts,MA,2080,ssp585,High emissions,3.9645844,High impact,3
Michigan,MI,2080,ssp585,High emissions,4.603086,High impact,3
Minnesota,MN,2080,ssp585,High emissions,5.504372,High impact,3
Mississippi,MS,2080,ssp585,High emissions,3.3556213,High impact,3
Missouri,MO,2080,ssp585,High emissions,4.249968,High impact,3
Montana,MT,2080,ssp585,High emissions,3.9987729,High impact,3
Nebraska,NE,2080,ssp585,High emissions,5.0166035,High impact,3
Nevada,NV,2080,ssp585,High emissions,2.8930588,High impact,3
New Hampshire,NH,2080,ssp585,High emissions,3.8755188,High impact,3
New Jersey,NJ,2080,ssp585,High emissions,4.0616455,High impact,3
New Mexico,NM,2080,ssp585,High emissions,3.0523522,High impact,3
New York,NY,2080,ssp585,High emissions,4.19223,High impact,3
North Carolina,NC,2080,ssp585,High emissions,3.800415,High impact,3
North Dakota,ND,2080,ssp585,High emissions,5.1424203,High impact,3
Ohio,OH,2080,ssp585,High emissions,4.3149047,High impact,3
Oklahoma,OK,2080,ssp585,High emissions,4.2778955,High impact,3
Oregon,OR,2080,ssp585,High emissions,3.0082827,High impact,3
Pennsylvania,PA,2080,ssp585,High emissions,4.376274,High impact,3
Rhode Island,RI,2080,ssp585,High emissions,3.7338562,High impact,3
South Carolina,SC,2080,ssp585,High emissions,3.7705646,High impact,3
South Dakota,SD,2080,ssp585,High emissions,4.5898876,High impact,3
Tennessee,TN,2080,ssp585,High emissions,3.769337,High impact,3
Texas,TX,2080,ssp585,High emissions,2.8397186,High impact,3
Utah,UT,2080,ssp585,High emissions,3.6120825,High impact,3
Vermont,VT,2080,ssp585,High emissions,3.9391682,High impact,3
Virginia,VA,2080,ssp585,High emissions,4.079193,High impact,3
Washington,WA,2080,ssp585,High emissions,3.7146544,High impact,3
West Virginia,WV,2080,ssp585,High emissions,4.2291083,High impact,3
Wisconsin,WI,2080,ssp585,High emissions,5.0994177,High impact,3
Wyoming,WY,2080,ssp585,High emissions,4.0058913,High impact,3
Alabama,AL,2090,ssp585,High emissions,4.1323314,High impact,3
Alaska,AK,2090,ssp585,High emissions,5.4105573,High impact,3
Arizona,AZ,2090,ssp585,High emissions,4.168958,High impact,3
Arkansas,AR,2090,ssp585,High emissions,4.7984743,High impact,3
California,CA,2090,ssp585,High emissions,3.4891043,High impact,3
Colorado,CO,2090,ssp585,High emissions,4.6946273,High impact,3
Connecticut,CT,2090,ssp585,High emissions,5.656906,High impact,3
Delaware,DE,2090,ssp585,High emissions,4.8397675,High impact,3
Florida,FL,2090,ssp585,High emissions,3.4612164,High impact,3
Georgia,GA,2090,ssp585,High emissions,4.2464113,High impact,3
Hawaii,HI,2090,ssp585,High emissions,2.5235443,High impact,3
Idaho,ID,2090,ssp585,High emissions,4.4095793,High impact,3
Illinois,IL,2090,ssp585,High emissions,4.935006,High impact,3
Indiana,IN,2090,ssp585,High emissions,5.133713,High impact,3
Iowa,IA,2090,ssp585,High emissions,6.0288835,High impact,3
Kansas,KS,2090,ssp585,High emissions,5.443778,High impact,3
Kentucky,KY,2090,ssp585,High emissions,4.6316137,High impact,3
Louisiana,LA,2090,ssp585,High emissions,3.8641663,High impact,3
Maine,ME,2090,ssp585,High emissions,5.537347,High impact,3
Maryland,MD,2090,ssp585,High emissions,4.872996,High impact,3
Massachusetts,MA,2090,ssp585,High emissions,5.786972,High impact,3
Michigan,MI,2090,ssp585,High emissions,5.6115065,High impact,3
Minnesota,MN,2090,ssp585,High emissions,6.4533772,High impact,3
Mississippi,MS,2090,ssp585,High emissions,4.147846,High impact,3
Missouri,MO,2090,ssp585,High emissions,5.2087755,High impact,3
Montana,MT,2090,ssp585,High emissions,5.446463,High impact,3
Nebraska,NE,2090,ssp585,High emissions,5.814279,High impact,3
Nevada,NV,2090,ssp585,High emissions,3.9371693,High impact,3
New Hampshire,NH,2090,ssp585,High emissions,6.0097046,High impact,3
New Jersey,NJ,2090,ssp585,High emissions,5.211731,High impact,3
New Mexico,NM,2090,ssp585,High emissions,4.455421,High impact,3
New York,NY,2090,ssp585,High emissions,5.4889255,High impact,3
North Carolina,NC,2090,ssp585,High emissions,4.4458203,High impact,3
North Dakota,ND,2090,ssp585,High emissions,6.4355865,High impact,3
Ohio,OH,2090,ssp585,High emissions,5.1962037,High impact,3
Oklahoma,OK,2090,ssp585,High emissions,5.1597714,High impact,3
Oregon,OR,2090,ssp585,High emissions,3.9857872,High impact,3
Pennsylvania,PA,2090,ssp585,High emissions,5.213318,High impact,3
Rhode Island,RI,2090,ssp585,High emissions,5.591675,High impact,3
South Carolina,SC,2090,ssp585,High emissions,4.399671,High impact,3
South Dakota,SD,2090,ssp585,High emissions,6.1629825,High impact,3
Tennessee,TN,2090,ssp585,High emissions,4.417375,High impact,3
Texas,TX,2090,ssp585,High emissions,4.2928796,High impact,3
Utah,UT,2090,ssp585,High emissions,4.4006753,High impact,3
Vermont,VT,2090,ssp585,High emissions,5.906718,High impact,3
Virginia,VA,2090,ssp585,High emissions,4.665161,High impact,3
Washington,WA,2090,ssp585,High emissions,4.415224,High impact,3
West Virginia,WV,2090,ssp585,High emissions,4.7369165,High impact,3
Wisconsin,WI,2090,ssp585,High emissions,5.7818255,High impact,3
Wyoming,WY,2090,ssp585,High emissions,5.014791,High impact,3
Alabama,AL,2100,ssp585,High emissions,4.7449574,High impact,3
Alaska,AK,2100,ssp585,High emissions,5.649028,High impact,3
Arizona,AZ,2100,ssp585,High emissions,4.753838,High impact,3
Arkansas,AR,2100,ssp585,High emissions,4.6769776,High impact,3
California,CA,2100,ssp585,High emissions,4.5019584,High impact,3
Colorado,CO,2100,ssp585,High emissions,4.5443373,High impact,3
Connecticut,CT,2100,ssp585,High emissions,5.157379,High impact,3
Delaware,DE,2100,ssp585,High emissions,4.899994,High impact,3
Florida,FL,2100,ssp585,High emissions,4.092998,High impact,3
Georgia,GA,2100,ssp585,High emissions,4.6043825,High impact,3
Hawaii,HI,2100,ssp585,High emissions,2.9712982,High impact,3
Idaho,ID,2100,ssp585,High emissions,4.6668396,High impact,3
Illinois,IL,2100,ssp585,High emissions,5.0213647,High impact,3
Indiana,IN,2100,ssp585,High emissions,5.0335045,High impact,3
Iowa,IA,2100,ssp585,High emissions,5.74454,High impact,3
Kansas,KS,2100,ssp585,High emissions,5.1916165,High impact,3
Kentucky,KY,2100,ssp585,High emissions,4.6018677,High impact,3
Louisiana,LA,2100,ssp585,High emissions,4.7522316,High impact,3
Maine,ME,2100,ssp585,High emissions,5.4960566,High impact,3
Maryland,MD,2100,ssp585,High emissions,4.897756,High impact,3
Massachusetts,MA,2100,ssp585,High emissions,5.245346,High impact,3
Michigan,MI,2100,ssp585,High emissions,5.912053,High impact,3
Minnesota,MN,2100,ssp585,High emissions,6.469034,High impact,3
Mississippi,MS,2100,ssp585,High emissions,4.6387634,High impact,3
Missouri,MO,2100,ssp585,High emissions,4.858209,High impact,3
Montana,MT,2100,ssp585,High emissions,5.5172257,High impact,3
Nebraska,NE,2100,ssp585,High emissions,5.657356,High impact,3
Nevada,NV,2100,ssp585,High emissions,4.5295815,High impact,3
New Hampshire,NH,2100,ssp585,High emissions,5.4223022,High impact,3
New Jersey,NJ,2100,ssp585,High emissions,4.963516,High impact,3
New Mexico,NM,2100,ssp585,High emissions,4.6555786,High impact,3
New York,NY,2100,ssp585,High emissions,5.359887,High impact,3
North Carolina,NC,2100,ssp585,High emissions,4.7123246,High impact,3
North Dakota,ND,2100,ssp585,High emissions,6.805716,High impact,3
Ohio,OH,2100,ssp585,High emissions,5.0929656,High impact,3
Oklahoma,OK,2100,ssp585,High emissions,5.4514394,High impact,3
Oregon,OR,2100,ssp585,High emissions,4.6233425,High impact,3
Pennsylvania,PA,2100,ssp585,High emissions,5.007721,High impact,3
Rhode Island,RI,2100,ssp585,High emissions,5.128601,High impact,3
South Carolina,SC,2100,ssp585,High emissions,4.4726996,High impact,3
South Dakota,SD,2100,ssp585,High emissions,6.3286185,High impact,3
Tennessee,TN,2100,ssp585,High emissions,4.5796285,High impact,3
Texas,TX,2100,ssp585,High emissions,5.174125,High impact,3
Utah,UT,2100,ssp585,High emissions,4.458869,High impact,3
Vermont,VT,2100,ssp585,High emissions,5.564097,High impact,3
Virginia,VA,2100,ssp585,High emissions,4.813713,High impact,3
Washington,WA,2100,ssp585,High emissions,4.79479,High impact,3
West Virginia,WV,2100,ssp585,High emissions,4.6244593,High impact,3
Wisconsin,WI,2100,ssp585,High emissions,6.0868793,High impact,3
Wyoming,WY,2100,ssp585,High emissions,5.027266,High impact,3
